2022-12-11 20:17:25,455 | INFO | ************
2022-12-11 20:17:25,455 | INFO | Starting testing...
2022-12-11 20:17:25,455 | INFO | ************
2022-12-11 20:17:25,752 | INFO | Run test test_one_company_exists_should_success with success
2022-12-11 20:17:25,757 | INFO | Run test test_zero_comapnies_return_empty_list with success
2022-12-11 20:17:25,766 | INFO | Run test test_create_comapny_with_layoffs_status_should_success with success
2022-12-11 20:17:25,774 | INFO | Run test test_create_company_only_with_name with success
2022-12-11 20:17:25,791 | INFO | Run test test_create_company_without_args with success
2022-12-11 20:17:25,798 | INFO | Run test test_create_existing_comapny_should_fail with success
2022-12-11 20:17:33,707 | INFO | ************
2022-12-11 20:17:33,707 | INFO | Starting testing...
2022-12-11 20:17:33,707 | INFO | ************
2022-12-11 20:17:34,000 | INFO | Run test test_one_company_exists_should_success with success
2022-12-11 20:17:34,006 | INFO | Run test test_zero_comapnies_return_empty_list with success
2022-12-11 20:17:34,014 | INFO | Run test test_create_comapny_with_layoffs_status_should_success with success
2022-12-11 20:17:34,021 | INFO | Run test test_create_company_only_with_name with success
2022-12-11 20:17:34,028 | INFO | Run test test_create_company_with_wrong_status with success
2022-12-11 20:17:34,034 | INFO | Run test test_create_company_without_args with success
2022-12-11 20:17:34,041 | INFO | Run test test_create_existing_comapny_should_fail with success
2022-12-11 20:18:12,984 | INFO | ************
2022-12-11 20:18:12,984 | INFO | Starting testing...
2022-12-11 20:18:12,984 | INFO | ************
2022-12-11 20:18:13,277 | INFO | Run test test_one_company_exists_should_success with success
2022-12-11 20:18:13,282 | INFO | Run test test_zero_comapnies_return_empty_list with success
2022-12-11 20:18:13,290 | INFO | Run test test_create_comapny_with_layoffs_status_should_success with success
2022-12-11 20:18:13,298 | INFO | Run test test_create_company_only_with_name with success
2022-12-11 20:18:13,304 | INFO | Run test test_create_company_with_wrong_status with success
2022-12-11 20:18:13,310 | INFO | Run test test_create_company_without_args with success
2022-12-11 20:18:13,317 | INFO | Run test test_create_existing_comapny_should_fail with success
2022-12-11 20:18:21,890 | INFO | ************
2022-12-11 20:18:21,890 | INFO | Starting testing...
2022-12-11 20:18:21,890 | INFO | ************
2022-12-11 20:18:22,199 | INFO | Run test test_one_company_exists_should_success with success
2022-12-11 20:18:22,204 | INFO | Run test test_zero_comapnies_return_empty_list with success
2022-12-11 20:18:22,213 | INFO | Run test test_create_comapny_with_layoffs_status_should_success with success
2022-12-11 20:18:22,220 | INFO | Run test test_create_company_only_with_name with success
2022-12-11 20:18:22,227 | ERROR | test_create_company_with_wrong_status raised exception: 400 != 201
2022-12-11 20:18:22,234 | INFO | Run test test_create_company_without_args with success
2022-12-11 20:18:22,241 | INFO | Run test test_create_existing_comapny_should_fail with success
2022-12-11 20:21:48,282 | INFO | ************
2022-12-11 20:21:48,282 | INFO | Starting testing...
2022-12-11 20:21:48,282 | INFO | ************
2022-12-11 20:22:00,680 | INFO | ************
2022-12-11 20:22:00,680 | INFO | Starting testing...
2022-12-11 20:22:00,680 | INFO | ************
2022-12-12 19:56:01,122 | INFO | ************
2022-12-12 19:56:01,122 | INFO | Starting testing...
2022-12-12 19:56:01,122 | INFO | ************
2022-12-12 20:04:05,884 | INFO | ************
2022-12-12 20:04:05,884 | INFO | Starting testing...
2022-12-12 20:04:05,884 | INFO | ************
2022-12-12 20:05:56,248 | INFO | ************
2022-12-12 20:05:56,248 | INFO | Starting testing...
2022-12-12 20:05:56,249 | INFO | ************
2022-12-12 20:06:08,709 | INFO | ************
2022-12-12 20:06:08,709 | INFO | Starting testing...
2022-12-12 20:06:08,709 | INFO | ************
2022-12-12 20:07:00,301 | INFO | ************
2022-12-12 20:07:00,301 | INFO | Starting testing...
2022-12-12 20:07:00,301 | INFO | ************
2022-12-12 20:07:17,304 | INFO | ************
2022-12-12 20:07:17,304 | INFO | Starting testing...
2022-12-12 20:07:17,304 | INFO | ************
2022-12-12 20:07:27,541 | INFO | ************
2022-12-12 20:07:27,541 | INFO | Starting testing...
2022-12-12 20:07:27,541 | INFO | ************
2022-12-12 20:07:36,585 | INFO | ************
2022-12-12 20:07:36,585 | INFO | Starting testing...
2022-12-12 20:07:36,585 | INFO | ************
2022-12-12 20:10:16,001 | INFO | ************
2022-12-12 20:10:16,001 | INFO | Starting testing...
2022-12-12 20:10:16,001 | INFO | ************
2022-12-12 20:10:21,952 | INFO | ************
2022-12-12 20:10:21,952 | INFO | Starting testing...
2022-12-12 20:10:21,952 | INFO | ************
2022-12-12 20:11:47,987 | INFO | ************
2022-12-12 20:11:47,987 | INFO | Starting testing...
2022-12-12 20:11:47,987 | INFO | ************
2022-12-12 20:12:08,331 | INFO | ************
2022-12-12 20:12:08,331 | INFO | Starting testing...
2022-12-12 20:12:08,331 | INFO | ************
2022-12-15 20:09:52,138 | INFO | ************
2022-12-15 20:09:52,138 | INFO | Starting testing...
2022-12-15 20:09:52,138 | INFO | ************
2022-12-15 20:10:54,900 | INFO | ************
2022-12-15 20:10:54,901 | INFO | Starting testing...
2022-12-15 20:10:54,901 | INFO | ************
2022-12-15 20:11:37,782 | INFO | ************
2022-12-15 20:11:37,782 | INFO | Starting testing...
2022-12-15 20:11:37,782 | INFO | ************
2022-12-15 20:14:17,084 | INFO | ************
2022-12-15 20:14:17,084 | INFO | Starting testing...
2022-12-15 20:14:17,084 | INFO | ************
2022-12-15 20:15:20,723 | INFO | ************
2022-12-15 20:15:20,723 | INFO | Starting testing...
2022-12-15 20:15:20,723 | INFO | ************
